r2,rmse,dataset,mse,null,pattern,rmse_vals,time,alg
0.949588559,0.21976633045353835,retailer,0.21976633045353835,0.4,MNAR,0.12205663963323737,187.469720125198364,mice
0.8120294649559961,0.45085595033372405,retailer,0.45085595033372405,0.4,MNAR,0.42387641455645336,264.7350842952728,missforest
0.6159506934411055,0.6388271203544537,retailer,0.6388271203544537,0.4,MNAR,1.1155683448388027,0.799473763,mean
0.6117915090672584,0.642700351,retailer,0.642700351,0.6,MCAR,0.4580752241295292,50.19559168815613,gain
0.9392152794631949,0.23861476094610063,retailer,0.23861476094610063,0.6,MCAR,0.1154498,188.43314599990845,mice
0.7448674390412999,0.5199915801857161,retailer,0.5199915801857161,0.6,MCAR,0.37614809305331437,217.3626115322113,missforest
0.4654655341145788,0.7536638924240544,retailer,0.7536638924240544,0.6,MCAR,1.0215754861341473,0.8490695953369141,mean
0.5933924359558855,0.6577543801230242,retailer,0.6577543801230242,0.6,MAR,0.7222427202185795,49.398409843444824,gain
0.9384293206414529,0.2113985668376271,retailer,0.2113985668376271,0.6,MAR,0.12361786667985843,186.438363552093506,mice
0.7822968988289525,0.4810502030078604,retailer,0.4810502030078604,0.6,MAR,0.5593711246829081,138.13985443115234,missforest
0.5390119702271876,0.699897878,retailer,0.699897878,0.6,MAR,1.2151632347216346,0.7972655296325684,mean
0.5337261837721441,0.7043630026828354,retailer,0.7043630026828354,0.6,MNAR,0.521858018,48.627132177352905,gain
0.9387958209251821,0.2101068751498384,retailer,0.2101068751498384,0.6,MNAR,0.11911699838098778,186.14861083030701,mice
0.7481161218526313,0.5174507697342349,retailer,0.5174507697342349,0.6,MNAR,0.43490262088446746,216.01129364967346,missforest
0.4713941170539663,0.7494727526743008,retailer,0.7494727526743008,0.6,MNAR,1.0855338154233427,0.8504061698913574,mean
0.4641261070508762,0.755104958,retailer,0.755104958,0.8,MCAR,0.5048645342673961,48.740453243255615,gain
0.9295462742246103,0.23539630951182231,retailer,0.23539630951182231,0.8,MCAR,0.11696418109801926,184.735952615737915,mice
0.7156801805800131,0.547087352,retailer,0.547087352,0.8,MCAR,0.37609283891559786,122.62281227111816,missforest
0.33783078598472227,0.8388307551094437,retailer,0.8388307551094437,0.8,MCAR,1.0204238419253284,0.8195230960845947,mean
0.5004087960376756,0.7290938144995137,retailer,0.7290938144995137,0.8,MAR,0.9039923605421196,49.03069519996643,gain
0.9290273272666658,0.2479806818750285,retailer,0.2479806818750285,0.8,MAR,0.1237971652009367,180.445587396621704,mice
0.7226799849140245,0.5402800287128829,retailer,0.5402800287128829,0.8,MAR,0.5409661753414742,62.320841550827026,missforest
0.38730029173971114,0.8068888036221197,retailer,0.8068888036221197,0.8,MAR,1.194305255765125,0.8068146705627441,mean
0.49883562604765364,0.7302408392834319,retailer,0.7302408392834319,0.8,MNAR,0.7072335281397898,48.603689432144165,gain
0.928769184,0.23924347700344776,retailer,0.23924347700344776,0.8,MNAR,0.11918821718834074,184.84127974510193,mice
0.7281479369970827,0.5375237819173044,retailer,0.5375237819173044,0.8,MNAR,0.46029432106836543,149.38712620735168,missforest
0.38701979229924977,0.8070734829655379,retailer,0.8070734829655379,0.8,MNAR,1.1220566438072608,0.8161585330963135,mean
